Date,Open_ma,Close_ma,Performance,Buy_and_hold_performance,Superiority,Volatility,Sharpe_ratio,Max_drawdown,Sortino_ratio,Calmar_ratio,Number_of_trades
2024-02-27 22:46:25.084783,3,3,1.2570155216888161,1.0636806938083285,0.1817602115050947,0.027069537195504072,949.4640408241017,-0.1656916605648705,1976.6889498823796,-155.11675168961878,446
2024-02-27 22:48:13.877787,3,3,1.2579349831770645,1.0621846990888055,0.184290250326693,0.02706691142425667,952.9531431721086,-0.16480151787916042,1986.49973267204,-156.51250455483884,446
2024-02-27 22:49:49.801481,3,3,1.2580024521086135,1.0630684366705325,0.18336920626540554,0.02706709543586781,953.1959301651665,-0.1647070036165511,1986.56206027683,-156.64327954703154,446
2024-02-27 22:51:35.240596,3,3,1.257297995001862,1.0633465746717483,0.1823971835240883,0.027062439544403287,950.7568398617375,-0.16355303992428571,1981.931563530134,-157.31776989346938,446
2024-02-27 22:53:23.290119,3,3,1.2635082746811712,1.0634347634469372,0.18813896076307568,0.02704848378787915,974.2071930821253,-0.16112983743117681,2028.9246872705544,-163.53785176114457,444
2024-02-27 22:57:54.709462,3,3,1.2632112891063347,1.0625754689418057,0.18882030126701266,0.027044299480323757,973.2597780831251,-0.1597666854695966,2027.394638827647,-164.7472927993011,444
2024-02-27 23:01:56.471504,3,3,1.2646319054187112,1.065464725628161,0.186929867315061,0.02705185198721538,978.2395140405741,-0.15795604686441145,2035.6999342488266,-167.53515339990093,444
2024-02-27 23:17:46.972328,7,9,1.2898525970491348,1.028626359913852,0.25395639010958315,0.035223608215320265,822.8929735911198,-0.13184758609260383,2460.517056867109,-219.8391382346245,406
2024-02-27 23:21:59.260529,7,9,1.2905814795067678,1.027141880531383,0.2564782957142169,0.03521910918646564,825.0676584927238,-0.13184758609260483,2466.620755776245,-220.3919602310157,406
2024-02-27 23:23:28.024873,7,9,1.2916951632470943,1.0286975989357345,0.2556607156305708,0.03522432691888547,828.1071315253506,-0.1315454239574263,2479.0985686872123,-221.74481975252846,406
2024-02-27 23:38:20.925865,5,6,1.2923790261316928,1.0297213794124187,0.2550764235556149,0.03525310754815921,829.3709305832803,-0.13254923867143775,2631.785425105985,-220.5814451008957,444
2024-02-27 23:44:37.752145,7,9,1.294519941281402,1.0294947936752838,0.2574322368935753,0.0352257181748342,836.09350367145,-0.12585587678727927,2513.1654765744656,-234.0136581617063,410
2024-02-27 23:46:08.579252,7,9,1.2938799560319154,1.029992126835142,0.2562037343019523,0.035230494759766855,834.1635791261316,-0.12475332043781062,2506.452913125691,-235.56884498189706,410
2024-02-27 23:51:24.079159,5,6,1.2950573743364628,1.0301802107706632,0.2571173089877632,0.03523723170445235,837.3455009497279,-0.12672168840381182,2671.3239467069457,-232.83889131608785,446
2024-02-27 23:56:44.726230,5,6,1.2889200060299613,1.029061753141622,0.2525195908749094,0.035259273760317233,819.415646487671,-0.12672168840381204,2621.253793166269,-227.9957043416965,450
2024-02-28 00:01:04.358742,5,6,1.2956635418091098,1.0298748635463792,0.2580786148595626,0.03523369168586775,839.1500511645241,-0.12189249623360998,2688.0082981942637,-242.56090485050322,448
2024-02-28 00:02:02.375265,5,6,1.3015874183883245,1.0304750568921193,0.263094540409228,0.03521053167791951,856.5261699170808,-0.12016538473107485,2747.3646849785605,-250.97695069446542,446
2024-02-28 00:02:50.940030,5,6,1.3028259831153661,1.031455636482496,0.263094540409228,0.03521193920090437,860.0093888256757,-0.12016538473107485,2758.647612526795,-252.00766742692014,446
2024-02-28 00:03:55.298942,5,6,1.3019949372253978,1.031013872354597,0.2628296981610372,0.035214094101799064,857.5967802902223,-0.11855742521112722,2753.0406047480496,-254.72460850731608,446
2024-02-28 00:05:23.726569,5,6,1.3075385108252382,1.0318719816447037,0.2671518696933206,0.035196913892580825,873.7655572980915,-0.11726543506157638,2804.750793183656,-262.25844867564683,444
2024-02-28 21:08:25.791778,30,15,0.9695901106791456,1.0358034133603098,-0.06392458436331838,0.01914393383192184,-158.84869634341808,-0.08204441332063961,-246.92892313383064,37.06515543234959,38
